image,category
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001030.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001031.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001032.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001033.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001035.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001036.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001037.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001041.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001043.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001044.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001046.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001048.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001049.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001051.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001052.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001053.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001055.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001056.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001057.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001060.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001061.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001063.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001064.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001066.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001068.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001069.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001070.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001072.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001075.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001076.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001077.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001079.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001081.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001084.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001085.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001086.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001087.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001088.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001089.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001091.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001092.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001094.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001095.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001096.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001101.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001102.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001103.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001105.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001106.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001108.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001109.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001110.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001111.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001113.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001114.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001117.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001122.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001124.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001126.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001127.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001129.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001130.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001131.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001132.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001133.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001134.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001135.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001136.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001141.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001142.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001143.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001146.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001147.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001148.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001149.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001150.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001151.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001152.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001153.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001154.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001155.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001156.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001158.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001159.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001160.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001161.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001162.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001163.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001164.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001165.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001166.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001167.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001168.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001169.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001170.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001171.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001172.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001173.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001175.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001176.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001177.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001178.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001179.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001180.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001182.png,Night/Dark
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001183.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001184.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001185.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001186.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001187.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001188.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001189.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001190.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001191.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001192.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001195.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001197.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001198.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001199.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001200.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001201.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001202.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001203.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001205.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001206.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001207.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001210.png,Daylight
